cluster_id,canonical_dish,member_dish,support_count,proposed,accept
391,เกาเหลาเนื้อรวม,เกาเหลารวมเนื้อ,1,1,0
392,เบอเกอร์เนื้อ,เบอเก่อร์เนื้อ,1,1,0
392,เบอเกอร์เนื้อ,เบอเกอร์เนื้อ,2,1,1
393,ต้มแซ่บเนื้อรวม,ต้มแซ่บเนื้อรวม,1,1,1
393,ต้มแซ่บเนื้อรวม,ต้มแซบเนื้อรวม,1,1,0
394,ข้าวหน้าปลาไหล,ข้าวหน้าปลาไหล,6,1,1
394,ข้าวหน้าปลาไหล,ข้าวหน้าปลาไหล่,1,1,0
395,ผัดขี้เมาเส้นใหญ่,ผัดขี้เมาเส้นใหญ่,1,1,1
395,ผัดขี้เมาเส้นใหญ่,เส้นใหญ่ผัดขี้เมา,1,1,0
396,ไก่สะเต๊ะ,สะเต๊ะไก่,1,1,0
396,ไก่สะเต๊ะ,ไก่สะเต๊ะ,7,1,1
397,หัวปลาหม้อไฟเผือก,หม้อไฟหัวปลาเผือก,1,1,0
397,หัวปลาหม้อไฟเผือก,หัวปลาเผือกหม้อไฟ,1,1,0
397,หัวปลาหม้อไฟเผือก,หัวปลาหม้อไฟเผือก,2,1,1
398,ผัดปู,ผัดปู,4,1,1
398,ผัดปู,ปูผัด,1,1,0
399,ไก่เม็ดมะม่วงหิมพานต์,ไก่เม็ดมะม่วงหิมพานต์,5,1,1
399,ไก่เม็ดมะม่วงหิมพานต์,เม็ดมะม่วงหิมพานต์ไก่,1,1,0
400,ข้าวกับไก่,ข้าวกับไก่,2,1,1
400,ข้าวกับไก่,ไก่กับข้าว,1,1,0
401,แกงเหลืองเนื้อปู,แกงเหลืองเนื้อปู,2,1,1
401,แกงเหลืองเนื้อปู,เนื้อปูแกงเหลือง,1,1,0
402,แกงเนื้อปู,แกงเนื้อปู,4,1,1
402,แกงเนื้อปู,เนื้อปูแกง,1,1,0
403,ปลาดุกผัดพริกแกง,ปลาดุกผัดพริกแกง,1,1,1
403,ปลาดุกผัดพริกแกง,ผัดพริกแกงปลาดุก,1,1,0
404,เนื้อพรีเมี่ยม,เนื้อพรีเมี่ยม,7,1,1
404,เนื้อพรีเมี่ยม,เนื้อพรีเมียม,1,1,0
405,หมูพรีเมี่ยม,หมูพรีเมี่ยม,3,1,1
405,หมูพรีเมี่ยม,หมูพรีเมียม,1,1,0
406,กระเพราเนื้อออสเตรเลีย,กระเพราเนื้อออสเตรเลีย,1,1,1
406,กระเพราเนื้อออสเตรเลีย,กะเพราเนื้อออสเตรเลีย,1,1,0
407,ยำรวมทะเล,ยำรวมทะเล,3,1,1
407,ยำรวมทะเล,ยำทะเลรวม,1,1,0
408,หมึกผัดไข่,หมึกผัดไข่,5,1,1
408,หมึกผัดไข่,หมึกผัดไข,1,1,0
409,ผัดฉ่าหอยเชล,หอยเชลผัดฉ่า,1,1,0
409,ผัดฉ่าหอยเชล,ผัดฉ่าหอยเชล,1,1,1
410,ข้าวโจ๊ก,ข้าวโจ๊ก,1,1,1
410,ข้าวโจ๊ก,โจ๊กข้าว,1,1,0
411,ปลาผัด,ปลาผัด,2,1,1
411,ปลาผัด,ผัดปลา,1,1,0
412,กุ้งผัดพริก,ผัดพริกกุ้ง,1,1,0
412,กุ้งผัดพริก,กุ้งผัดพริก,6,1,1
412,กุ้งผัดพริก,พริกผัดกุ้ง,1,1,0
413,ผัดกระเพราปลาหมึก,ผัดกระเพราปลาหมึก,1,1,1
413,ผัดกระเพราปลาหมึก,ปลาหมึกผัดกะเพรา,1,1,0
414,ผัดหมี่พริกเซี่ยงไฮ้,ผัดหมี่พริกเซี่ยงไฮ้,1,1,1
414,ผัดหมี่พริกเซี่ยงไฮ้,หมี่ผัดพริกเซี่ยงไฮ้,1,1,0
415,หมูคุโรบุตะ,หมูคุโรบุตะ,3,1,1
415,หมูคุโรบุตะ,หมูคุโรบูตะ,1,1,0
416,ไก่ตอน(ไหหลำ),ไก่ตอนไหหลำ,1,1,0
416,ไก่ตอน(ไหหลำ),ไก่ตอน(ไหหลำ),1,1,1
417,ปลาดุกทอดผัดเผ็ด,ผัดเผ็ดปลาดุกทอด,1,1,0
417,ปลาดุกทอดผัดเผ็ด,ปลาดุกทอดผัดเผ็ด,1,1,1
418,ข้าวมันไก่ไหหนาน,ข้าวมันไก่ไห่หนาน,1,1,0
418,ข้าวมันไก่ไหหนาน,ข้าวมันไก่ไหหนาน,2,1,1
419,น้ำซุปแจ่วฮ้อน,น้ำซุปแจ่วฮ้อน,3,1,1
419,น้ำซุปแจ่วฮ้อน,น้ำซุปแจ้วฮ้อน,1,1,0
420,กุ้งสดๆเผา,กุ้งเผาสดๆ,1,1,0
420,กุ้งสดๆเผา,กุ้งสดๆเผา,1,1,1
421,ปลาฮอกเกะ,ปลาฮอกเกะ,7,1,1
421,ปลาฮอกเกะ,ปลาฮ๊อกเกะ,1,1,0
421,ปลาฮอกเกะ,ปลา ฮอกเกะ,1,1,0
422,ไข่เจียว เนื้อปู,ไข่เจียวเนื้อปู,1,1,0
422,ไข่เจียว เนื้อปู,ไข่เจียว เนื้อปู,1,1,1
423,มัสมั่นไก่,มัสมั่นไก่,14,1,1
423,มัสมั่นไก่,มัสมันไก่,1,1,0
424,เกี๊ยวกุ้ง,เกี๊ยวกุ้ง,12,1,1
424,เกี๊ยวกุ้ง,เกี๋ยวกุ้ง,2,1,0
424,เกี๊ยวกุ้ง,เกี้ยวกุ้ง,2,1,0
425,กะเพราเนื้อสไลด์,กะเพราเนื้อสไลด์,2,1,1
425,กะเพราเนื้อสไลด์,กระเพราเนื้อสไลด์,1,1,0
426,ข้าวมันดี้เนื้อตุ๋น,ข้าวมันดี้เนื้อตุ๋น,2,1,1
426,ข้าวมันดี้เนื้อตุ๋น,ข้าวเนื้อตุ๋นมันดี้,1,1,0
426,ข้าวมันดี้เนื้อตุ๋น,ข้าวมันดี้เนื้อตุ้น,1,1,0
427,กะเพราเนื้อสับ,กะเพราเนื้อสับ,4,1,1
427,กะเพราเนื้อสับ,กระเพราเนื้อสับ,3,1,0
428,ยำจิ้นไก่,ยำจิ๊นไก่,1,1,0
428,ยำจิ้นไก่,ยำจิ้นไก่,1,1,1
429,ต้มยำปลากระป๋อง,ต้มยำปลากระป๋อง,2,1,1
429,ต้มยำปลากระป๋อง,ปลากระป๋องต้มยำ,1,1,0
430,ผัดกระเพราเนื่อปู,เนื้อปูผัดกระเพรา,1,1,0
430,ผัดกระเพราเนื่อปู,ผัดกระเพราเนื่อปู,1,1,1
431,หัวปลาแซลมอนต้มซีอิ้ว,หัวปลาแซลมอนต้มซีอิ้ว,2,1,1
431,หัวปลาแซลมอนต้มซีอิ้ว,หัวปลาแซลมอนต้มซีอิ๊ว,2,1,0
431,หัวปลาแซลมอนต้มซีอิ้ว,หัวปลาแซลม่อนต้มซีอิ๊ว,1,1,0
432,บะหมี่ต้มยำแห้ง,บะหมี่แห้งต้มยำ,3,1,0
432,บะหมี่ต้มยำแห้ง,บะหมี่ต้มยำแห้ง,3,1,1
433,ข้าวขย้ำปลาทู,ข้าวขย้ำปลาทู,1,1,1
433,ข้าวขย้ำปลาทู,ข้าวขยำปลาทู,1,1,0
434,กบทอดผัดเผ็ด,กบทอดผัดเผ็ด,1,1,1
434,กบทอดผัดเผ็ด,ผัดเผ็ดกบทอด,1,1,0
435,แหนมซี่โครงหมูทอด,แหนมหมูซีโครงทอด,1,1,0
435,แหนมซี่โครงหมูทอด,แหนมซี่โครงหมูทอด,1,1,1
436,กระเพราหมูสับไข่ดาว,กะเพราหมูสับไข่ดาว,1,1,0
436,กระเพราหมูสับไข่ดาว,กระเพราหมูสับไข่ดาว,1,1,1
437,พิเศษหมู,พิเศษหมู,1,1,1
437,พิเศษหมู,หมูพิเศษ,1,1,0
438,ก.ไก่ล้านตัว,กไก่ล้านตัว,1,1,0
438,ก.ไก่ล้านตัว,ก.ไก่ล้านตัว,1,1,1
439,ซาซิมิปลา,ซาซิมิปลา,2,1,1
439,ซาซิมิปลา,ปลาซาซิมิ,1,1,0
440,สปาเกตตีผัดพริกแห้ง,สปาเกตตีผัดพริกแห้ง,2,1,1
440,สปาเกตตีผัดพริกแห้ง,สปาเกตตี้ผัดพริกแห้ง,1,1,0
441,ไก่บาร์บีคิว,บาร์บีคิวไก่,1,1,0
441,ไก่บาร์บีคิว,ไก่บาร์บีคิว,2,1,1
442,หมู 3 ชั้น,หมู3ชั้น,1,1,0
442,หมู 3 ชั้น,หมู 3 ชั้น,2,1,1
443,หมูบลูโกกิ,หมูบุลโกกิ,1,1,0
443,หมูบลูโกกิ,หมูบลูโกกิ,3,1,1
444,แกงปูผัดกระเพรา,แกงปูผัดกะเพรา,1,1,0
444,แกงปูผัดกระเพรา,แกงปูผัดกระเพรา,2,1,1
445,เตี๋ยวหมูตุ๋น,เตี๋ยวหมูตุ๋น,3,1,1
445,เตี๋ยวหมูตุ๋น,เตี๊ยวหมูตุ๋น,1,1,0
446,หม้อไฟน้ำซุป,หม้อไฟน้ำซุป,3,1,1
446,หม้อไฟน้ำซุป,น้ำซุปหม้อไฟ,1,1,0
447,ลูกชิ้นเอ็นเนื้อ,ลูกชิ้นเอ็นเนื้อ,2,1,1
447,ลูกชิ้นเอ็นเนื้อ,ลูกชิ้นเนื้อ-เอ็น,1,1,0
448,ปลาดุกผัดพริงขิง,ปลาดุกผัดพริงขิง,1,1,1
448,ปลาดุกผัดพริงขิง,ผัดพริงขิงปลาดุก,1,1,0
449,ผัดวุ้นเส้นกุ้ง,วุ้นเส้นผัดกุ้ง,1,1,0
449,ผัดวุ้นเส้นกุ้ง,ผัดวุ้นเส้นกุ้ง,1,1,1
450,แกงป่า-พุงปลาช่อน,แกงป่า-พุงปลาช่อน,1,1,1
450,แกงป่า-พุงปลาช่อน,แกงป่าพุงปลาช่อน,1,1,0
451,ยำ 3กรอบ,ยำ 3กรอบ,1,1,1
451,ยำ 3กรอบ,ยำ3กรอบ,1,1,0
452,ไก่ทอดมะแขว่น,ไก่ทอดมะแขว่น,4,1,1
452,ไก่ทอดมะแขว่น,ไก่ทอดมะแขวน,2,1,0
453,ลาบควาย(ดิบ),ลาบควายดิบ,1,1,0
453,ลาบควาย(ดิบ),ลาบควาย(ดิบ),1,1,1
454,ต้มยำผัด,ผัดต้มยำ,1,1,0
454,ต้มยำผัด,ต้มยำผัด,1,1,1
455,ไก่ป๊อกกี้,ไก่ป๊อกกี้,2,1,1
455,ไก่ป๊อกกี้,ไก่ป๊อกกีั,1,1,0
456,ข้าวกระเพรากุ้ง,ข้าวกระเพรากุ้ง,2,1,1
456,ข้าวกระเพรากุ้ง,ข้าวกะเพรากุ้ง,1,1,0
457,ก๋วยเตี๋ยวเนื้อวัว,ก๋วยเตี๋ยว เนื้อวัว,1,1,0
457,ก๋วยเตี๋ยวเนื้อวัว,ก๋วยเตี๋ยวเนื้อวัว,2,1,1
458,แหนมซี่โครงหมู,แหนมซี่โครงหมู,4,1,1
458,แหนมซี่โครงหมู,แหนมซีโครงหมู,1,1,0
459,ต้มส้มปลา,ต้มส้มปลา,2,1,1
459,ต้มส้มปลา,ปลาต้มส้ม,1,1,0
460,บะหมี่เกี๊ยวกุ้ง,บะหมี่เกี้ยวกุ้ง,1,1,0
460,บะหมี่เกี๊ยวกุ้ง,บะหมี่เกี๊ยวกุ้ง,3,1,1
461,เกี้ยวกุ้งยักษ์,เกี้ยวกุ้งยักษ์,1,1,1
461,เกี้ยวกุ้งยักษ์,เกี๊ยวกุ้งยักษ์,1,1,0
462,กุ้งมังกร 7 สี,กุ้งมังกร 7 สี,1,1,1
462,กุ้งมังกร 7 สี,กุ้งมังกร7สี,1,1,0
463,ตำยำ,ตำยำ,3,1,1
463,ตำยำ,ต้ำยำ,1,1,0
464,กระดูกหมูแหนม,กระดูกหมูแหนม,1,1,1
464,กระดูกหมูแหนม,แหนมกระดูกหมู,1,1,0
465,ข้าวซอยน้ำเงี้ยว,ข้าวซอยน้ำเงี้ยว,2,1,1
465,ข้าวซอยน้ำเงี้ยว,ข้าวซอยน้ำเงี๊ยว,1,1,0
465,ข้าวซอยน้ำเงี้ยว,ข้าวซอย-น้ำเงี้ยว,1,1,0
466,ข้าวซอยน้ำ,น้ำข้าวซอย,1,1,0
466,ข้าวซอยน้ำ,ข้าวซอยน้ำ,1,1,1
467,หมูสับผัดปลาเค็ม,ปลาเค็มผัดหมูสับ,1,1,0
467,หมูสับผัดปลาเค็ม,หมูสับผัดปลาเค็ม,3,1,1
468,หมูผัดปลาเค็มยำ,หมูผัดยำปลาเค็ม,1,1,0
468,หมูผัดปลาเค็มยำ,หมูผัดปลาเค็มยำ,1,1,1
469,ผัดกุ้ยช่ายขาว,ผัดกุยช่ายขาว,1,1,0
469,ผัดกุ้ยช่ายขาว,ผัดกุ้ยช่ายขาว,1,1,1
469,ผัดกุ้ยช่ายขาว,ผัดกุ๋ยช่ายขาว,1,1,0
470,ต้มเกี่ยมบ๊วยหมูสับ,ต้มเกี่ยมบ๊วยหมูสับ,1,1,1
470,ต้มเกี่ยมบ๊วยหมูสับ,ต้มเกี้ยมบ๊วยหมูสับ,1,1,0
470,ต้มเกี่ยมบ๊วยหมูสับ,ต้มเกียมบ๊วยหมูสับ,1,1,0
471,เนื้อติดมันย่าง,เนื้อย่างติดมัน,1,1,0
471,เนื้อติดมันย่าง,เนื้อติดมันย่าง,2,1,1
472,ข้าวไก่,ข้าวไก่,1,1,1
472,ข้าวไก่,ไก่ขาว,1,1,0
473,ผัดกุ่ยช่าย,ผัดกุยช่าย,1,1,0
473,ผัดกุ่ยช่าย,ผัดกุ่ยช่าย,1,1,1
474,กุ้งผัดพริกหยวก,กุ้งผัดพริกหยวก,18,1,1
474,กุ้งผัดพริกหยวก,ผัดพริกหยวกกุ้ง,1,1,0
475,ผัดเลือดใบคื่นช่าย,เลือดผัดใบคื่นช่าย,1,1,0
475,ผัดเลือดใบคื่นช่าย,ผัดเลือดใบคื่นช่าย,1,1,1
476,ปลาช่อนผัดคึ่นไช่,ปลาช่อนผัดคึ่นไช่,1,1,1
476,ปลาช่อนผัดคึ่นไช่,ปลาช่อนผัดคึนไช่,1,1,0
477,ข้าวผัดเหลียงโก๋,ข้าวผัดเหลียงโก๋,5,1,1
477,ข้าวผัดเหลียงโก๋,ข้าวผัดเหลี๋ยงโก๋,1,1,0
478,ก๋วยเตี๋ยวผัดงอแง,ก๋วยเตี๋ยวผัดงอแง,1,1,1
478,ก๋วยเตี๋ยวผัดงอแง,ผัดก๋วยเตี๋ยวงอแง,1,1,0
479,จิ้มจุ่มเนื้อ,จิ้มจุ่มเนื้อ,1,1,1
479,จิ้มจุ่มเนื้อ,เนื้อจิ้มจุ่ม,1,1,0
480,ขาหมูผัดกระเพรา,ขาหมูผัดกระเพรา,1,1,1
480,ขาหมูผัดกระเพรา,ขาหมูผัดกะเพรา,1,1,0
481,ซาชิมิปลาฮามาจิ,ซาชิมิปลาฮามาจิ,1,1,1
481,ซาชิมิปลาฮามาจิ,ปลาฮามาจิซาชิมิ,1,1,0
482,เนื้อนุ่ม,เนื้อนุม,1,1,0
482,เนื้อนุ่ม,เนื้อนุ่ม,1,1,1
483,ผัดไทยกุ้งสด ห่อไข่,ผัดไทยกุ้งสด ห่อไข่,1,1,1
483,ผัดไทยกุ้งสด ห่อไข่,ผัดไทยกุ้งสดห่อไข,1,1,0
484,ผัดเผ็ดเก้ง,ผัดเผ็ดเก้ง,2,1,1
484,ผัดเผ็ดเก้ง,เก้งผัดเผ็ด,1,1,0
485,กุ้ยช่ายขาวหมูกรอบ,กุ้ยช่ายขาวหมูกรอบ,1,1,1
485,กุ้ยช่ายขาวหมูกรอบ,กุยช่ายขาวหมูกรอบ,1,1,0
486,ไก่ผัด,ผัดไก่,1,1,0
486,ไก่ผัด,ไก่ผัด,2,1,1
487,ปลาเก๊าซีอิ๋ว,ปลาเก๊าซีอิ๋ว,1,1,1
487,ปลาเก๊าซีอิ๋ว,ปลาเก๋าซีอิ๊ว,1,1,0
488,หมูเสต๊ะ,หมูเสต๊ะ,1,1,1
488,หมูเสต๊ะ,หมูเสตะ,1,1,0
489,ผัดผัดกะเพรา,ผัดผัดกะเพรา,2,1,1
489,ผัดผัดกะเพรา,ผัดผัดกระเพรา,1,1,0
490,ข้าวผัดผัดกะเพรา,ข้าวผัดผัดกะเพรา,2,1,1
490,ข้าวผัดผัดกะเพรา,ข้าวผัดผัดกระเพรา,1,1,0
491,หมูเครื่องใน,เครื่องในหมู,1,1,0
491,หมูเครื่องใน,หมูเครื่องใน,1,1,1
492,ปลาดุกฟูผัดขี้เมากระเพรากรอบ,ปลาดุกฟูผัดขี้เมากระเพรากรอบ,3,1,1
492,ปลาดุกฟูผัดขี้เมากระเพรากรอบ,ปลาดุกฟูผัดขี้เมากะเพรากรอบ,1,1,0
493,ปลาดุกฟูขี้เมากระเพรากรอบ,ปลาดุกฟูขี้เมากะเพรากรอบ,1,1,0
493,ปลาดุกฟูขี้เมากระเพรากรอบ,ปลาดุกฟูขี้เมากระเพรากรอบ,1,1,1
494,ไข่อ่อนผัดเผ็ด,ไข่อ่อนผัดเผ็ด,3,1,1
494,ไข่อ่อนผัดเผ็ด,ผัดเผ็ดไข่อ่อน,1,1,0
495,ข้าวผัดกระเพราเนื้อ,ข้าวผัดกะเพราเนื้อ,1,1,0
495,ข้าวผัดกระเพราเนื้อ,ข้าวผัดกระเพราเนื้อ,1,1,1
496,กุ้งแซ่บลานนัว,กุ้งแซ่บลานนัว,1,1,1
496,กุ้งแซ่บลานนัว,กุ้งแซบลานนัว,1,1,0
497,กระเพรา ปลาหมึก + หมูสับ,กระเพรา ปลาหมึก + หมูสับ,1,1,1
497,กระเพรา ปลาหมึก + หมูสับ,กระเพราหมูสับปลาหมึก,1,1,0
498,ข้าวกะเพราไก่+ไข่ดาว,ข้าวกระเพราไก่ไข่ดาว,1,1,0
498,ข้าวกะเพราไก่+ไข่ดาว,ข้าวกะเพราไก่+ไข่ดาว,2,1,1
499,ผัดไทยเกี้ยวกรอบ,ผัดไทยเกี๊ยวกรอบ,1,1,0
499,ผัดไทยเกี้ยวกรอบ,ผัดไทยเกี้ยวกรอบ,1,1,1
499,ผัดไทยเกี้ยวกรอบ,เกี๊ยวกรอบผัดไทย,1,1,0
500,ต้มยำอาหารทะเล,ต้มยำอาหารทะเล,1,1,1
500,ต้มยำอาหารทะเล,อาหารทะเลต้มยำ,1,1,0
501,ผัดซีอิ๊วหมู,ผัดซีอิ๊วหมู,1,1,1
501,ผัดซีอิ๊วหมู,ผัดซีอิ๋วหมู,1,1,0
502,ปลาช่อนทอดพริกแกง,ปลาช่อนทอดพริกแกง,1,1,1
502,ปลาช่อนทอดพริกแกง,พริกแกงปลาช่อนทอด,1,1,0
503,ปลาช่อนผัดเผ็ด,ผัดเผ็ดปลาช่อน,1,1,0
503,ปลาช่อนผัดเผ็ด,ปลาช่อนผัดเผ็ด,1,1,1
504,ปลาช่อน ผัดพริก,ผัดพริก ปลาช่อน,1,1,0
504,ปลาช่อน ผัดพริก,ปลาช่อน ผัดพริก,1,1,1
505,แกงปู่พัฒน์พงษ์,แกงปู่พัฒน์พงษ์,3,1,1
505,แกงปู่พัฒน์พงษ์,แกงปูพัฒน์พงษ์,3,1,0
506,ปลารากกล้วยทอดกระเทียม,ปลารากกล้วยทอดกระเทียม,3,1,1
506,ปลารากกล้วยทอดกระเทียม,ปลารากกล้วย ทอดกระเทียม,1,1,0
507,ต้มแกง,ต้มแกง,1,1,1
507,ต้มแกง,แกงต้ม,1,1,0
508,ผัดวุ้นเส้นกระเทียมดอง,ผัดวุ้นเส้นกระเทียมดอง,1,1,1
508,ผัดวุ้นเส้นกระเทียมดอง,วุ้นเส้นผัดกระเทียมดอง,1,1,0
509,หมูสับปลาอินทรีย์,หมูสับปลาอินทรีย์,2,1,1
509,หมูสับปลาอินทรีย์,ปลาอินทรีย์หมูสับ,1,1,0
510,แกงเขียวหวานเนื้ออโวคาโด้,แกงเขียวหวานเนื้ออโวคาโด้,1,1,1
510,แกงเขียวหวานเนื้ออโวคาโด้,แกงเขียวหวานเนื้ออโวคาโด,1,1,0
511,ไก่ทอดป้อนมั้ย,ไก่ทอดป้อนมั้ย,4,1,1
511,ไก่ทอดป้อนมั้ย,ไก่ทอดป้อนมัย,1,1,0
512,หมูใส้,หมูใส้,1,1,1
512,หมูใส้,ใส้หมู,1,1,0
513,ข้าวผัด 3 ปูคั่วพริกเกลือ,ข้าวผัด3ปูคั้วพริกเกลือ,1,1,0
513,ข้าวผัด 3 ปูคั่วพริกเกลือ,ข้าวผัด 3 ปูคั่วพริกเกลือ,1,1,1
514,ไก่กระเทียมราดข้าว,ข้าวราดไก่กระเทียม,3,1,0
514,ไก่กระเทียมราดข้าว,ไก่กระเทียมราดข้าว,4,1,1
515,ก๋วยเตี๋ยวปลา,ก๊วยเตี๋ยวปลา,1,1,0
515,ก๋วยเตี๋ยวปลา,ก๋วยเตี๋ยวปลา,2,1,1
516,ข้าวกระเทียมเนื้อ,ข้าวกระเทียมเนื้อ,1,1,1
516,ข้าวกระเทียมเนื้อ,ข้าวเนื้อกระเทียม,1,1,0
517,ถั่วผัดพริกแห้ง,ผัดถั่วพริกแห้ง,1,1,0
517,ถั่วผัดพริกแห้ง,ถั่วผัดพริกแห้ง,1,1,1
518,ปลาหมึกซาซิมิ,ปลาหมึกซาซิมิ,2,1,1
518,ปลาหมึกซาซิมิ,ซาซิมิปลาหมึก,1,1,0
519,ก๋วยจั๊บขาหมู,ก๊วยจั๊บขาหมู,1,1,0
519,ก๋วยจั๊บขาหมู,ก๋วยจั๊บขาหมู,3,1,1
520,เกี๊ยมบ๊วยหมูสับ,เกี๊ยมบ๊วยหมูสับ,3,1,1
520,เกี๊ยมบ๊วยหมูสับ,เกี้ยมบ๊วยหมูสับ,1,1,0
520,เกี๊ยมบ๊วยหมูสับ,เกี่ยมบ๊วยหมูสับ,1,1,0
520,เกี๊ยมบ๊วยหมูสับ,เกียมบ๊วยหมูสับ,2,1,0
521,ต้มหมูสับเกี่ยมบ๊วย,หมูสับต้มเกี้ยมบ๊วย,1,1,0
521,ต้มหมูสับเกี่ยมบ๊วย,ต้มหมูสับเกี่ยมบ๊วย,1,1,1
522,ตีนไก่ต้ม,ตีนไก่ต้ม,1,1,1
522,ตีนไก่ต้ม,ต้มตีนไก่,1,1,0
523,ข้าวแกงบุฟเฟต์,ข้าวแกงบุฟเฟต์,2,1,1
523,ข้าวแกงบุฟเฟต์,ข้าวแกงบุฟเฟ่ต์,1,1,0
524,คอหมูคุโรบุตะทอด,คอหมูคูโรบูตะทอด,1,1,0
524,คอหมูคุโรบุตะทอด,คอหมูคุโรบุตะทอด,2,1,1
525,ข้าวเหนียวตือฮวน,ตือฮวนข้าวเหนียว,2,1,0
525,ข้าวเหนียวตือฮวน,ข้าวเหนียวตือฮวน,4,1,1
526,ข้าวเหนียวจุกบี้,จุกบี้ข้าวเหนียว,1,1,0
526,ข้าวเหนียวจุกบี้,ข้าวเหนียวจุกบี้,1,1,1
527,ส้มตำ ปู-ปลาร้า,ส้มตำ ปู-ปลาร้า,1,1,1
527,ส้มตำ ปู-ปลาร้า,ส้มตำปลาร้าปู,1,1,0
528,เนื้อ Tomahawk,เนื้อ Tomahawk,1,1,1
528,เนื้อ Tomahawk,เนื้อTomahawk,1,1,0
529,ผัดกะเพราไก่,ไก่ผัดกะเพรา,1,1,0
529,ผัดกะเพราไก่,ผัดกะเพราไก่,2,1,1
529,ผัดกะเพราไก่,ผัดกระเพราไก่,1,1,0
530,หมูทอดแกงกะหรี่,หมูทอดแกงกะหรี่,2,1,1
530,หมูทอดแกงกะหรี่,แกงกะหรี่หมูทอด,1,1,0
531,หมึกคั่วไข่เค็ม,หมึกคั่วไข่เค็ม,1,1,1
531,หมึกคั่วไข่เค็ม,หมึกไข่คั่วเค็ม,1,1,0
532,ข้าวแกงกะหรี่หมูพรีเมี่ยม,ข้าวแกงกะหรี่หมูพรีเมี่ยม,1,1,1
532,ข้าวแกงกะหรี่หมูพรีเมี่ยม,ข้าวแกงกะหรี่หมูพรีเมียม,1,1,0
533,กุ้งทอดวาซาบิ,กุ้งทอดวาซาบิ,1,1,1
533,กุ้งทอดวาซาบิ,วาซาบิกุ้งทอด,1,1,0
534,ผักวุ้นเส้น,วุ้นเส้นผัก,1,1,0
534,ผักวุ้นเส้น,ผักวุ้นเส้น,1,1,1
535,กุ้งอบวุ้นเส้นกระเพรา,กุ้งอบวุ้นเส้นกระเพรา,3,1,1
535,กุ้งอบวุ้นเส้นกระเพรา,กระเพรากุ้งอบวุ้นเส้น,1,1,0
536,ไก่ย่างฟ่าง,ไก่ย่างฟ่าง,1,1,1
536,ไก่ย่างฟ่าง,ไก่ย่างฟาง,1,1,0
537,ปลาทูซาเตี้ยะ,ปลาทูซาเตี้ยะ,1,1,1
537,ปลาทูซาเตี้ยะ,ปลาทูซาเตี๊ยะ,1,1,0
538,กระเพราไก่ราดข้าว,ข้าวราดกระเพราไก่,1,1,0
538,กระเพราไก่ราดข้าว,กะเพราไก่ราดข้าว,1,1,0
538,กระเพราไก่ราดข้าว,กระเพราไก่ราดข้าว,1,1,1
538,กระเพราไก่ราดข้าว,ไก่กระเพราราดข้าว,1,1,0
538,กระเพราไก่ราดข้าว,ข้าวราดไก่กระเพรา,1,1,0
538,กระเพราไก่ราดข้าว,ข้าวราดกะเพราไก่,1,1,0
539,ข้าวกระเพราไก่,ข้าวกะเพราไก่,6,1,0
539,ข้าวกระเพราไก่,ข้าวไก่กระเพรา,2,1,0
539,ข้าวกระเพราไก่,ข้าวกระเพราไก่,7,1,1
540,ข้าวไก่กระเทียม,ข้าวไก่กระเทียม,14,1,1
540,ข้าวไก่กระเทียม,ข้าวกระเทียมไก่,1,1,0
541,กระเพราะไก่,ไก่กะเพราะ,1,1,0
541,กระเพราะไก่,กระเพราะไก่,2,1,1
541,กระเพราะไก่,กะเพราะไก่,1,1,0
542,ลาบ,ลาบ,210,1,1
543,ผัดไท,ผัดไท,83,1,1
544,หมูโค,หมูโค,11,1,1
545,หมู,หมู,966,1,1
545,หมู,หมูยอ,12,1,0
546,ปลา,ปลา,1074,1,1
547,ปลาร้า,ปลาร้า,76,1,1
547,ปลาร้า,ปลาร,2,1,0
548,ผัด,ผัด,497,1,1
548,ผัด,ผัดๆ,3,1,0
549,แกง,แกง,391,1,1
550,กุ้งรู,กุ้งรู,4,1,1
551,ต้มยำ,ต้มยำ,581,1,1
552,ซุป,ซุป,381,1,1
552,ซุป,ซุปปู,1,1,0
553,กุ้งอบ,กุ้งอบ,4,1,1
554,ข้าว,ข้าว,1227,1,1
555,ไก่,ไก่,613,1,1
556,ผัดฉ่า,ผัดฉ่า,44,1,1
557,ขาหมู,ขาหมู,479,1,1
558,ปลากระพงทอดน้ำปลา,ปลากระพงทอดน้ำปลา,183,1,1
558,ปลากระพงทอดน้ำปลา,กระพงทอดราดน้ำปลา,1,1,0
558,ปลากระพงทอดน้ำปลา,ปลากระพงทองน้ำปลา,1,1,0
558,ปลากระพงทอดน้ำปลา,ประกระพงทอดน้ำปลา,1,1,0
559,ต้มยำโป๊ะแตก,ต้มยำโป๊ะแตก,15,1,1
560,ปลากะพงทอดน้ำปลา,ปลากะพงทอดน้ำปลา,57,1,1
560,ปลากะพงทอดน้ำปลา,ปลาคังทอดน้ำปลา,2,1,0
560,ปลากะพงทอดน้ำปลา,ประกะพงทอดน้ำปลา,1,1,0
561,กุ้งแช่น้ำปลา,กุ้งแช่น้ำปลา,64,1,1
562,ขาหมูทอดกรอบ,ขาหมูทอดกรอบ,4,1,1
563,ข้าวกลางวัน,ข้าวกลางวัน,4,1,1
